"","cotA","gerE","cotE","cotM","cotP","gerPA","gerPB","gerPC","gerPD","gerPE","gerPF","gerT","oxdD","tgl","ydgA","ydgB","yhjQ","yhjR","yisY","ytcA","ytcB","ytcC","pval","z","inv_cof_var"
"GSM672729",7.543907063,10.78417695,8.325435688,8.526891822,7.363712268,8.247687361,8.054964684,8.027893309,7.758813755,7.793164312,7.851584015,7.429891078,7.22019777,8.48225948,7.235277695,7.163301115,7.194324907,7.013033457,8.483455019,7.071169888,7.082893494,7.145996283,0.332400421887292,0.433294485575239,14.4869749400643
"GSM672730",7.831028439,10.42480074,8.217745725,8.416739033,7.322290706,8.472410781,8.403292565,8.176603717,7.919,7.964645353,7.963007807,7.456380669,7.211249442,8.277086431,7.270249071,7.195415613,7.148817472,6.8905,8.770366914,7.164477323,7.145996283,7.042702602,0.442467647505532,0.144715760581197,13.4165912235151
"GSM672731",7.318883457,9.916043494,8.296347212,7.620645725,7.403995539,7.527495539,7.766921933,7.771924164,7.365495911,7.386630855,7.739739777,7.1453,7.229985874,8.270647955,7.169377323,7.233129368,7.320828439,7.005772862,8.809375836,7.17327026,7.158062082,7.170605948,0.172769617252373,0.943277005043991,16.3785800283303
"GSM672732",7.434428625,11.15801487,8.190704833,7.704079926,7.315667658,7.8573171,7.796198141,7.674563941,7.317484015,7.48316171,7.548252045,7.259303717,7.204681041,8.424176208,7.218219331,7.208010781,7.498145353,7.019252045,8.428883643,7.228956877,7.273848327,7.223523048,0.0597883495957188,1.55655279300486,18.6533160373715
"GSM672733",7.371171004,9.418096283,8.285950558,7.759936803,7.198866171,7.930322305,7.747397026,7.650009665,7.491978439,7.557595911,7.600063197,7.243178253,7.232099628,8.305863941,7.101850929,7.132457993,7.554816729,7.015959108,8.822447584,7.158062082,7.172568401,7.075526766,0.208481743739464,0.81170053468066,15.8905422793215
"GSM672734",7.889139777,11.17905353,8.183118216,7.917928996,7.329580297,7.739739777,7.748886989,7.856371375,7.700126394,7.757776208,7.80720632,7.443756134,7.174337918,8.269560223,7.307651301,7.111310409,7.118277509,7.061997398,8.551803346,7.20119777,7.142574907,7.194324907,0.101154781102469,1.27499909531025,17.6089892480257
"GSM672735",7.657518959,10.87084572,8.199758736,8.196510409,7.37402119,8.154679926,7.976651301,7.966381413,7.801209294,7.812289591,7.925253903,7.521367658,7.168089591,8.359057249,7.267692379,7.17327026,7.315667658,6.956875093,8.343217472,7.144603717,7.287647584,7.213489591,0.130772891346735,1.12274506482525,17.0442551879751
"GSM672736",7.713698885,10.94041004,8.179828996,8.125321561,7.330971933,8.183118216,8.084459108,8.059950186,7.66315539,7.714724907,7.774867658,7.358100372,7.180258364,8.367407435,7.253958364,7.307651301,7.437914498,7.144603717,8.540665428,7.135171747,7.341880669,7.236835874,0.122180491743857,1.1641555416381,17.1978531362505
"GSM672738",7.218219331,10.9612197,8.741252416,8.367407435,7.332467658,7.729557249,7.736879182,7.742886245,7.514108178,7.573260223,7.803133086,7.193237918,7.303964498,8.727344796,7.0849171,7.106628996,7.449311524,7.237405204,8.660651673,7.061997398,7.103652416,7.185085502,0.418795062013531,0.204976962627212,13.6401094659326
"GSM672739",7.34665948,10.74269703,8.922488848,8.221126022,7.188427509,7.643193309,7.72153197,7.76787026,7.518177509,7.478656877,7.783582528,7.214778439,7.302495911,8.691702974,7.163301115,7.162046097,7.496847212,7.273359108,8.753835688,7.127989963,7.209154275,7.10982342,0.428437680442182,0.180353113242264,13.5487757495578
"GSM672740",7.308666914,10.84505911,8.445764684,8.224694424,7.336424164,7.304877138,7.427298885,7.469724535,7.212406691,7.425346468,7.545562825,7.374932714,7.267692379,8.374791822,7.195415613,7.085886989,7.40222974,7.168089591,8.903206691,7.096736803,7.263282528,7.240568401,0.289132806010906,0.555919902322765,14.9418118284188
"GSM672742",7.240568401,10.71840037,8.587512268,8.562611152,7.541188476,7.818343866,7.65925316,7.634766543,7.396921933,7.533924535,7.906473978,7.320828439,7.195415613,8.575507993,7.231006691,7.409369888,7.466259108,7.171866543,9.145479182,7.095104089,7.100415613,7.076670632,0.484881789128038,0.0379048096555604,13.0204126673091
"GSM672747",7.566876952,10.55690632,8.516163569,8.222346097,7.701094424,7.367472119,7.43247658,7.509195911,7.416600743,7.585147955,8.084459108,7.439755019,7.176684387,8.778329368,7.490282156,7.390745353,7.567879926,7.291402602,9.276272862,7.103652416,7.122063197,7.034201115,0.475041664835788,0.0626021344960055,13.1120189156632
"GSM672750",7.389022677,9.84866803,8.737856134,8.065643494,7.635680297,7.72343197,7.83154052,7.985909665,7.554816729,7.561339777,8.039165056,7.386197398,7.367472119,8.878179926,7.43247658,7.493678439,7.500678067,7.288603717,8.745098513,7.103652416,7.05993829,6.988712639,0.356593080495319,0.367580360727456,14.2432309524027
"GSM672751",7.613647398,9.494378067,8.543130112,8.411830112,7.522116729,7.617939777,7.735995539,7.917928996,7.549137175,7.468778439,7.986448699,7.491978439,7.341413569,8.850319331,7.557595911,7.681131227,7.911144796,7.424458364,8.635448699,7.277204089,7.212406691,7.131827323,0.194287194109267,0.862205600745485,16.0778734844203
"GSM672752",7.530228253,9.281081041,8.477917844,7.88364684,7.609332714,7.947747212,8.032024535,8.052826022,7.752213569,7.763843123,8.049933457,7.40222974,7.32036171,9.02775539,7.531243866,7.600063197,7.668779182,7.442474721,9.051007063,7.170605948,7.187255019,7.135171747,0.32321043619261,0.458740018875427,14.5813564108535
"GSM672753",7.592651673,9.505805576,8.699295911,7.904584015,7.603724535,7.780598141,7.882130855,7.859383271,7.719550558,7.708428067,8.029918216,7.308159108,7.485827881,8.974035688,7.445059851,7.45293829,7.898386617,7.37916171,9.086068216,7.154222305,7.159424535,7.106628996,0.371147651720945,0.328815292585164,14.0994452394701
"GSM672754",7.622386245,9.332309294,8.77370316,7.931394796,7.670738662,7.826556877,7.832513011,7.869126394,7.578592565,7.691969517,8.055976952,7.445059851,7.514108178,9.110960595,7.469724535,7.536569888,7.834514126,7.282736059,9.230539033,7.193237918,7.319405948,7.224612639,0.4118759414286,0.22272199359909,13.7059285667771
"GSM672755",7.487576952,10.22354126,8.871863197,7.791298513,7.629038662,7.581318587,7.878071747,8.180365428,7.621493309,7.763843123,8.355411152,7.711727881,7.360777323,8.730405576,7.636995353,7.698256877,7.771423234,7.513250186,8.674690335,7.196527138,7.185085502,7.085886989,0.234748427236679,0.723297945971651,15.5626432235028
"GSM672756",7.360777323,10.28045836,8.791343494,7.985909665,7.821365799,7.649154647,7.973087732,7.909552788,7.491978439,7.646648699,8.172524535,7.475075093,7.317922491,8.878179926,7.681131227,7.832513011,7.672643866,7.47327658,8.637344238,7.251828625,7.169377323,7.107437175,0.2405352596659,0.704581813871797,15.4932221563854
"GSM672757",7.359909665,10.02391561,8.696109665,8.209816357,7.618860967,7.701094424,7.665922677,7.812289591,7.489437175,7.547783829,8.04244052,7.332467658,7.398698141,8.761433086,7.478656877,7.534707435,7.712718216,7.433971004,8.673456134,7.173804089,7.145996283,7.064322677,0.248104042470819,0.680468145599013,15.4037807817103
"GSM672758",8.572614126,10.32496394,8.809375836,8.684418216,7.387064312,7.843720446,7.627140892,7.750881041,7.382328253,7.629038662,7.906473978,7.45382974,7.312733086,8.400856506,7.130428996,7.17327026,7.48316171,7.130428996,8.539452788,7.398698141,7.335327509,7.323299257,0.366180745805774,0.341985915655055,14.1482971445131
"GSM672759",8.835823606,10.47617472,8.984360223,8.557764684,7.266283271,7.612225279,7.976651301,8.019628996,7.630018959,7.934310781,7.983840149,7.542924907,7.486243494,8.361323792,7.169377323,7.158062082,7.607456506,7.433513383,8.770366914,7.60192119,7.645181784,7.469724535,0.349646747111722,0.386274350896722,14.3125698916295
"GSM672760",8.271674721,10.1464539,8.880969888,8.726693309,7.22019777,7.74390632,7.646154275,7.707991078,7.480480297,7.597465056,7.927261338,7.389852788,7.307651301,8.167665428,7.151679554,7.147453903,7.482289963,7.171866543,8.502789963,7.533924535,7.431124164,7.272425279,0.306369909838814,0.506166429409009,14.7572684001056
"GSM672761",8.272876208,9.830095911,8.790155019,8.7627,7.263282528,7.736879182,7.605464312,7.661118587,7.431591822,7.553907435,7.919,7.43247658,7.384224535,8.165575836,7.135171747,7.126487361,7.533924535,7.21709368,8.60996171,7.337719888,7.345710781,7.341880669,0.313957282852501,0.484664199290452,14.6775132588044
"GSM672762",8.243223048,9.537186989,8.875758736,8.70936803,7.310779182,7.565977695,7.544768401,7.650818216,7.505216357,7.577777323,7.88816171,7.441135316,7.296479182,8.173079926,7.251828625,7.328675093,7.297434572,7.180258364,8.319688104,7.428592007,7.397816729,7.334518587,0.235774149663451,0.719962151444748,15.5502702388227
"GSM672763",8.219970632,9.615347955,8.84517658,8.778329368,7.215920818,7.78546171,7.508754275,7.66687881,7.522989591,7.54200855,7.740816729,7.373147584,7.256120446,8.21262881,7.114518587,7.042702602,7.509637546,7.258240892,8.546823048,7.311718959,7.487576952,7.214778439,0.354523619998591,0.37313598153851,14.2638376206579
"GSM672764",8.197505948,9.847455762,8.683216729,8.657939777,7.291402602,7.628094052,7.527495539,7.70978513,7.508754275,7.55949145,7.780598141,7.310779182,7.273359108,8.062080297,7.137790335,7.132457993,7.572286989,7.321295167,8.436023792,7.262255019,7.381439405,7.215920818,0.213869143900891,0.793067858767242,15.8214307642787
"GSM672765",8.194155019,9.909817472,8.523357993,8.422989219,7.295504833,7.759936803,7.568715242,7.764849442,7.517730112,7.670738662,7.824440149,7.363712268,7.356145725,8.185330483,7.16059777,7.182719331,7.542924907,7.283749814,8.502789963,7.235277695,7.234244238,7.290454647,0.14040206652373,1.07851468239811,16.8801977678458
"GSM672766",8.369905204,10.29002602,8.634157249,7.615062082,7.174947026,8.186486989,8.324371375,8.214330483,7.733788104,7.836457993,7.707991078,7.506061338,7.860385502,8.147725651,7.269249814,7.222447955,7.96097026,7.808284015,8.77573197,7.757776208,8.002232714,7.583214498,0.07765055881531,1.42105380668973,18.1507290619677
"GSM672767",8.089684015,10.19194089,8.56395316,8.468954647,7.263282528,7.558524535,7.577777323,7.824440149,7.4853671,7.672643866,7.862260595,7.340056877,7.228956877,8.059950186,7.019252045,7.362719331,7.366461338,7.079829368,8.138744424,7.158062082,7.175556134,7.236266543,0.14794031370178,1.04530803033237,16.7570290912463
"GSM672768",8.362547955,9.862908178,8.147725651,8.686794052,7.429003346,7.376822677,7.334518587,7.329580297,7.288603717,7.440665428,7.759936803,7.48490632,7.112858736,8.449340892,7.396443866,7.461993309,7.437914498,7.356145725,8.462952416,7.05796171,7.096736803,7.050248699,0.285895870851642,0.565414680273694,14.9770294478435
"GSM672769",8.444594424,10.08164275,8.318478067,8.753835688,7.573260223,7.309753903,7.441605204,7.545165613,7.366461338,7.341880669,7.714724907,7.486659108,7.224612639,8.459275093,7.150183271,7.185085502,7.353526766,7.248830483,8.232792937,7.171866543,7.18144684,7.183873606,0.290548672262559,0.551782549561548,14.9264657386288
"GSM672770",8.34812974,9.858397584,8.338381041,8.699295911,7.382782156,7.575073978,7.422115613,7.360777323,7.343718587,7.390745353,7.565977695,7.223523048,7.227946097,8.096063197,7.085886989,7.071169888,7.486659108,7.108245353,8.53189368,7.179195167,7.261334201,7.151679554,0.301734698833173,0.51941783373105,14.8064199354726
"GSM672771",8.125321561,9.773924535,8.506366543,8.796410037,7.261334201,7.508754275,7.341413569,7.458304089,7.46751487,7.513250186,7.629038662,7.265292565,7.217656506,8.166616729,7.197662082,7.195971375,7.598236431,7.165705948,8.534192193,7.189107993,7.195971375,7.204681041,0.295554002334362,0.537231080790653,14.8724920604772
"GSM672772",7.930322305,9.513952416,8.557764684,9.015346097,7.333413755,7.419965056,7.273359108,7.454666543,7.281887361,7.427298885,7.620645725,7.225149071,7.141876952,8.184210409,7.19202974,7.259799814,7.574069517,7.295992007,8.552971004,7.148817472,7.075526766,7.253958364,0.392666481621515,0.272375949677727,13.8901028715527
"GSM672773",7.976651301,9.296919703,8.685659851,8.756268401,7.426362454,7.310266543,7.295504833,7.311718959,7.395085502,7.376822677,7.641281413,7.324245353,7.203504833,8.344507435,7.200011152,7.139126022,7.403137175,7.28231171,8.35060855,7.120526022,7.05993829,7.079829368,0.360018420715348,0.358409555928487,14.209215000171
"GSM672774",7.952664312,9.469037546,8.411830112,8.704256134,7.261334201,7.303552045,7.308666914,7.536569888,7.370159108,7.403137175,7.705065799,7.256120446,7.182719331,8.158015613,7.093293309,7.053049071,7.604586617,7.211249442,8.558926394,7.156690706,7.116044981,7.145996283,0.302979409009975,0.515850515193081,14.7931881919514
"GSM672775",8.063084015,9.534535316,8.453284015,8.335963569,7.204681041,7.442474721,7.549137175,7.59084052,7.21919368,7.258240892,7.666400743,7.419965056,7.288603717,7.963007807,7.053049071,7.079829368,7.864212268,7.249794424,8.65536171,7.309753903,7.677404833,7.218219331,0.173155017253464,0.941770728646551,16.3729930131112
"GSM672776",7.882130855,9.981542379,8.581058364,8.710594424,7.370665056,7.35901487,7.524751673,7.558524535,7.442474721,7.462750558,7.735995539,7.360777323,7.280539219,8.109748699,7.126487361,7.114518587,7.326832714,7.198866171,8.341881784,7.081839777,7.042702602,7.151679554,0.254880887612116,0.659208677798774,15.3249260838931
"GSM672777",8.195326022,9.632133457,8.171969145,7.751708178,7.147453903,8.38646803,7.909552788,7.982363383,7.569130855,7.461993309,7.815310781,7.552445725,7.268254275,7.565476952,7.031287732,7.05993829,7.94674684,7.301544238,8.724292565,7.404819331,7.289504089,7.240568401,0.15563833191038,1.0125468377381,16.6355126936381
"GSM672778",8.326605204,9.552804833,8.231637918,8.891684015,7.435354647,7.695330483,7.543907063,7.578592565,7.447595539,7.59084052,7.72153197,7.327780297,7.18144684,8.356076394,7.098571004,7.156690706,7.356145725,7.255019703,8.238844238,7.143272862,7.196527138,7.198866171,0.269969012419488,0.612906712142606,15.1531848369124
"GSM672779",8.363136059,9.670372119,8.315149071,8.799714498,7.381439405,7.697311524,7.624310781,7.638374721,7.535639777,7.588915242,7.763843123,7.370159108,7.221266543,8.340225651,7.111310409,7.093293309,7.281887361,7.211828067,8.313920074,7.096736803,7.196527138,7.200011152,0.286102532403036,0.564806971300942,14.9747753600245
"GSM672780",8.288367658,9.790525651,8.421766914,8.910728996,7.301054461,7.758813755,7.62952881,7.609332714,7.515874349,7.619773234,7.72153197,7.281887361,7.21919368,7.9902,7.111310409,7.105936989,7.55290223,7.120526022,8.411830112,7.093293309,7.183873606,7.169377323,0.31320149404584,0.486795883159491,14.6854200083484
"GSM672781",8.228271004,9.646335316,8.402105204,8.835132714,7.232099628,7.640807807,7.283749814,7.486659108,7.176684387,7.592651673,7.786410409,7.042702602,7.223523048,8.180901859,7.009724907,6.8905,7.464571004,7.206927881,8.392362082,7.127989963,7.05993829,7.368476952,0.402111483894041,0.247885540553651,13.799264106018
"GSM672782",8.084995353,9.458850929,8.649103346,9.054672491,7.303552045,7.502536431,7.404819331,7.581318587,7.342844981,7.413969517,7.699220446,7.353526766,7.177962454,8.047924535,7.042702602,7.034201115,7.527495539,7.093293309,8.385220818,7.127238662,7.197662082,7.104448699,0.429765512181128,0.176971183701607,13.5362316428815
"GSM672783",7.999137918,9.205351301,8.747633457,8.990778439,7.409369888,7.817295911,7.390745353,7.515012639,7.426362454,7.411239405,7.673636059,7.277718216,7.106628996,8.050930112,7.015959108,7.187255019,7.387064312,7.055417844,8.437373606,7.111310409,7.289504089,7.169377323,0.423710087820873,0.192411128938734,13.5935008194868
"GSM672784",8.339630112,9.513952416,8.620707063,8.668460967,7.336424164,7.925253903,7.506061338,7.708865056,7.561339777,7.6398171,7.70978513,7.442474721,7.274337546,8.111744238,7.150183271,7.122063197,7.57735316,7.49154684,8.404481041,7.297434572,7.284734201,7.264314126,0.193650865497168,0.864521033338464,16.0864617867782
"GSM672785",8.161189963,9.531951673,8.481003346,8.434796283,7.347610037,7.647627881,7.325028996,7.532095911,7.208010781,7.392003532,7.675475093,7.425346468,7.165705948,8.029918216,7.204681041,7.068984758,7.662205576,7.173804089,8.568848327,7.239541264,7.436165428,7.243707063,0.184475709164729,0.898439251423032,16.2122697732568
"GSM672786",7.973584015,9.485410037,8.408137918,8.602923048,7.448477695,7.531243866,7.528486617,7.578592565,7.498145353,7.507008178,7.641281413,7.319405948,7.272892193,8.248820818,7.417417844,7.514108178,7.095104089,7.270249071,8.179828996,7.135845911,7.185085502,7.152318959,0.108714976193978,1.23339091631418,17.4546579913693
"GSM672787",7.904584015,9.943906691,8.651625279,8.695480297,7.410726022,7.58419145,7.516815242,7.715651301,7.519544981,7.668779182,7.89222119,7.379622677,7.344720818,8.207724907,7.378231784,7.314204647,7.444626022,7.145996283,8.197505948,7.111310409,7.073488104,7.290454647,0.169974023378274,0.954267910845399,16.4193470204229
"GSM672788",7.914788104,10.09255093,8.338381041,8.513688848,7.699220446,7.656132528,7.822368401,7.851584015,7.473720818,7.605464312,7.889139777,7.488408178,7.139126022,8.385844424,7.640334201,7.858394796,7.587933086,7.47696803,8.166616729,7.126487361,7.127989963,7.120526022,0.056726784821372,1.58285915724628,18.7508904650296
"GSM672789",8.71195948,12.43696729,8.822447584,8.432450558,7.54200855,7.595456877,7.515874349,7.495428625,7.228956877,7.417859294,8.456971375,8.227065428,7.349563197,8.128590706,7.459615613,7.450236803,7.568715242,7.190951301,8.523357993,8.009399628,7.951738662,7.832513011,0.242152214089847,0.699396254087843,15.4739881024749
"GSM672790",8.298687732,12.13914164,8.677547955,8.080440706,7.342844981,7.40575539,7.348572862,7.37402119,7.133884387,7.328675093,8.195326022,7.844722677,7.266283271,7.862260595,7.385176952,7.283749814,7.365495911,7.075526766,8.351857993,7.515874349,7.492813011,7.574069517,0.133257491558107,1.11112398964883,17.0011507989115
"GSM672791",8.190704833,11.45977212,8.471215242,8.349314126,7.440665428,7.410212639,7.388077695,7.448477695,7.305377323,7.395965799,7.973584015,7.74390632,7.319405948,8.051954647,7.400004275,7.379622677,7.488408178,7.116044981,8.399660595,7.560428996,7.55573197,7.509637546,0.0514397131932813,1.63105162704564,18.9296438881539
"GSM672792",8.151339033,11.31787472,8.49786803,8.568848327,7.349563197,7.368476952,7.381883829,7.372210409,7.212406691,7.322290706,8.007326394,7.685833086,7.267130483,8.094953903,7.331414498,7.412204089,7.404819331,7.114518587,8.263677323,7.47143829,7.515012639,7.469251487,0.113264648496484,1.20934768812605,17.3654778900074
"GSM672793",8.100355762,11.16154387,8.408137918,8.493020818,7.340056877,7.331414498,7.308666914,7.353031784,7.338213011,7.400004275,7.860385502,7.55573197,7.265292565,8.0793329,7.218219331,7.240568401,7.444192193,7.236266543,8.301184758,7.407572119,7.292366914,7.362719331,0.0902114078715912,1.33945432042556,17.848063779287
"GSM672794",7.89425539,11.08555204,8.548808364,8.429466914,7.182719331,7.185085502,7.108245353,7.351365799,7.139126022,7.225149071,7.761926022,7.360777323,7.176684387,7.900626766,7.116044981,7.081839777,7.339055019,7.159424535,8.142416357,7.195415613,7.256120446,7.152958364,0.175706547432036,0.931851848965372,16.3362023339044
"GSM672795",8.331278067,10.39144312,8.121063569,8.404481041,7.484089591,7.705535502,7.607456506,7.685833086,7.555274349,7.636548699,7.942710037,7.232099628,7.215920818,8.132902602,7.2523671,7.260295911,7.298382528,7.151679554,8.264835316,7.028367658,7.177962454,7.131196654,0.117541033960479,1.18736908698962,17.283955813945
"GSM672796",8.070405204,10.58518067,8.267149814,8.360778439,7.457263941,7.632760595,7.732870632,7.925253903,7.665011524,7.72549145,7.948243866,7.418300743,7.166906691,8.333586989,7.395525651,7.525672491,7.405287361,7.242163569,8.164482156,7.068984758,7.093293309,7.077814498,0.0800835496155788,1.40450978745606,18.0893647018806
"GSM672797",8.164482156,10.55114572,8.534192193,8.494804275,7.241677695,7.448036617,7.510571747,7.46360223,7.16059777,7.335327509,7.654683271,7.537504833,7.250825651,7.930322305,7.282736059,7.140640149,7.548252045,7.135171747,8.618287732,7.434428625,7.35522119,7.324245353,0.185615960912045,0.894168166305094,16.1964276491975
"GSM672798",8.049933457,10.71943829,8.540059108,8.80799777,7.375370446,7.433513383,7.314648699,7.479533457,7.21919368,7.367472119,7.83154052,7.40575539,7.176684387,7.92102974,7.266283271,7.18144684,7.528486617,7.096736803,8.530658364,7.280977695,7.384224535,7.242649442,0.264246310873749,0.630308715632206,15.2177315950664
"GSM672799",8.197505948,10.16502825,8.518662454,8.595686989,7.357145725,7.188427509,7.256120446,7.37402119,7.257305576,7.406658364,7.649154647,7.389022677,7.21919368,7.937997212,7.185085502,7.168089591,7.609332714,7.093293309,8.631756506,7.265292565,7.331414498,7.280100743,0.270970861231174,0.609879365316528,15.141955933094
"GSM672800",8.092948327,9.885793309,8.529390335,8.59803829,7.389022677,7.247768401,7.232099628,7.294394796,7.291402602,7.27675632,7.685833086,7.349563197,7.270249071,8.054964684,7.086840149,7.151679554,7.536569888,7.176684387,8.649103346,7.203504833,7.279125651,7.202439033,0.30185433492277,0.519074672149024,14.8051470953852
"GSM672801",8.021720446,9.838756506,8.361323792,8.392362082,7.340946468,7.316581784,7.332467658,7.48490632,7.399576208,7.319405948,7.614147955,7.360343494,7.303023978,8.180901859,7.27630855,7.259303717,7.468778439,7.243707063,8.174248327,7.226811896,7.245731599,7.216507249,0.0594873068770491,1.55909197082275,18.6627342458335
"GSM672802",8.175404461,9.862908178,8.536673606,8.455767286,7.163301115,7.39422342,7.443320074,7.269749442,7.093293309,7.232099628,7.716571004,7.223523048,7.204681041,8.093958364,7.226811896,7.085886989,7.668779182,7.462750558,8.568848327,7.05993829,7.359909665,7.213489591,0.284250104452101,0.570261707023335,14.9950078296754
"GSM672803",8.138221933,9.923634944,8.550620446,8.479710781,7.233129368,7.47327658,7.546432714,7.614605019,7.325943494,7.432034201,7.608422677,7.340056877,7.367472119,8.158015613,7.044994424,7.05993829,7.709325093,7.294394796,8.758811152,7.315158178,7.475986245,7.325028996,0.2412435206578,0.702308102581587,15.484788604878
"GSM672804",8.050930112,9.883156134,8.53545948,8.587512268,7.291402602,7.203504833,7.252905576,7.406206877,7.213489591,7.265292565,7.701094424,7.217656506,7.239541264,8.077244238,7.087793309,7.091472119,7.45163513,7.190951301,8.561458364,7.098571004,7.11902119,7.152958364,0.335214301039141,0.425559849569852,14.4582859629618
"GSM672805",8.107589591,10.10964312,8.404481041,8.489474349,7.304877138,7.236266543,7.11902119,7.384224535,7.412204089,7.424458364,7.589801115,7.215920818,7.180258364,8.271674721,7.031287732,7.143272862,7.409791264,7.206927881,8.649103346,7.117533829,7.144603717,7.106628996,0.335090830225614,0.425898702454897,14.4595428214169
"GSM672806",8.412957249,10.50820223,8.209816357,8.247687361,7.301544238,7.59643829,7.633748327,7.734865799,7.617939777,7.74493197,7.845779182,7.258240892,7.316581784,8.142416357,7.240568401,7.206927881,7.294394796,7.044994424,8.235281784,7.079829368,7.156690706,7.186222677,0.117288110572521,1.18865305463498,17.2887182511627
"GSM672807",7.899507435,10.82642677,8.477389963,8.649103346,7.268254275,7.604586617,7.384224535,7.441605204,7.246704089,7.387064312,7.593080483,7.221266543,7.202439033,8.010395911,7.085886989,7.109034387,7.490282156,7.198866171,8.479710781,7.123569888,7.155304089,7.144603717,0.246375108247682,0.685941155156986,15.4240810318811
"GSM672808",7.82857658,10.57562602,8.691702974,8.950156134,7.460065056,7.422534201,7.383236059,7.400432342,7.249794424,7.360777323,7.72343197,7.256120446,7.170605948,7.94874052,7.167498141,7.135171747,7.470616357,7.185085502,8.398508922,7.100415613,7.16059777,7.085886989,0.36782362613031,0.337623073223665,14.1321146781981
"GSM672809",7.898386617,9.849930112,8.395967286,8.873246097,7.356145725,7.21919368,7.271315613,7.335327509,6.948236803,7.361776952,7.579540892,7.251828625,7.287647584,8.003266543,7.190951301,7.189107993,7.520542007,7.019252045,8.540665428,7.132457993,7.159424535,7.200604461,0.356446600568558,0.367973222105997,14.2446881368242
"GSM672810",7.941649071,9.737092193,8.624420074,7.909552788,7.309753903,7.379622677,7.529364684,7.755745725,7.120526022,7.258240892,8.271674721,7.437034201,7.330971933,7.859383271,7.068984758,7.124948327,7.477835316,7.363712268,8.886296654,7.329580297,7.78546171,7.393342379,0.228491556378278,0.743823745240776,15.6387766297588
"GSM672811",7.821365799,9.730959851,8.590889591,8.599350558,7.427298885,7.353961152,7.268254275,7.291402602,7.267130483,7.283749814,7.659743494,7.271315613,7.200011152,8.016636059,6.988712639,7.031287732,7.525672491,7.186222677,8.618287732,7.083947212,7.129661338,7.091472119,0.344587231516427,0.399975634508359,14.3633900997859
"GSM672812",7.975606691,9.689711524,8.582377695,8.56752974,7.399576208,7.267130483,7.243707063,7.365495911,7.329580297,7.361776952,7.650818216,7.225685502,7.306538662,8.129672119,7.117533829,7.132457993,7.460531413,7.133884387,8.378162082,7.10982342,7.237405204,7.183873606,0.244393365178858,0.692239828618388,15.4474437988664
"GSM672813",8.066166171,9.82355539,8.445764684,8.528750929,7.339555948,7.283749814,7.381439405,7.484089591,7.368476952,7.358100372,7.600991078,7.223523048,7.278232342,8.184210409,7.193237918,7.145996283,7.580898327,7.213489591,8.511257993,7.131196654,7.183873606,7.116044981,0.227194862240366,0.748116775093852,15.6547001502799
"GSM672814",8.140407807,9.826689777,8.551803346,8.594514498,7.403137175,7.416160037,7.451171004,7.57366487,7.079829368,7.410726022,7.680215613,7.17327026,7.186222677,8.230542007,7.155304089,7.171866543,7.523875465,7.358100372,8.607041078,7.204681041,7.237405204,7.277204089,0.29353976614567,0.543073013691444,14.8941607051436
"GSM672815",8.025824907,9.971773978,8.403292565,8.361323792,7.246704089,7.304376952,7.472380669,7.467951301,7.370159108,7.399576208,7.620645725,7.124948327,7.260295911,8.315149071,7.112858736,7.141876952,7.507884387,7.206927881,8.279827881,7.151679554,7.225685502,7.108245353,0.162298275775867,0.98505602640486,16.5335449660919
"GSM672816",8.298687732,10.45007435,8.334871375,8.305863941,7.35901487,7.477401673,7.501630112,7.568715242,7.541188476,7.586930855,7.688649814,7.351365799,7.147453903,8.202060967,7.095104089,7.083947212,7.371690706,7.127989963,8.219970632,7.17327026,7.155304089,7.240568401,0.127553384336883,1.13803284253784,17.1009599513846
"GSM672817",8.165575836,10.45367881,8.710594424,8.460543123,7.262255019,7.61314684,7.577777323,7.658371375,7.490698699,7.505216357,7.793164312,7.266283271,7.243707063,8.320828996,7.085886989,7.223523048,7.430273792,7.015959108,8.107589591,7.089604089,7.211249442,7.124948327,0.253848733870615,0.662427213758805,15.3368641381721
