Regulators	Fiber	RegulatorSize	FiberSize	Synchronization	numberOfConditions	meanPvalue	MeanCorrelation	MeanRegulatorCorrelation
yurS; ywlF	yuzI; yozW	2	2	0	269	NA	-0.048417443852153	-0.215114088418806
yflT; yqbF; ecsC	ydgH; radA; ksgA; ylaE; yraD; yoaM; yybL; yxiT; fabF; yfmB; yukJ; ypuC/1	3	12	0	269	NA	-0.021522752924619	-0.0171645081357981
	yrvD; yxaL; pbpB; frlN; pabA; hemY; yojI; yscB; spoVFA; glcK; plsX	0	11	0	269	NA	0.0160263615280394	-1
yjbO; yutG; yddR	ywkF; dgcK; mtlF; yjzI; ymfK/1; yazA; azlC; ydzT/3; pucR; recU; yjiA; ykuK; yrzQ; asnO; gntR; yabC; znuA; yhaX; ybxA; yqbO; dacC; fliI; yueE	3	23	0	269	NA	0.031603855979246	0.0565529458186701
ybfI; yjbC; bdbA	ypuF; yknT; pspA; tmcAL; yjqA; malA; yqbR; mbl; bacC; ykaA; yhbB; yxdJ; nasA; yqbI; cspB; yhfH; gerW; snaA; hag; tatAD; yocN	3	21	0	269	NA	-0.0104459491287799	-0.0116354010184002
spoIIIAE; infA; yisX	yqfC; yotB; yeaD; lytH; srfAB; yjkB; ydcS; yxeJ; yheA; ycbO; yfiS; resA; yoeC; sqhC; yxxB; rsbR	3	16	0	269	NA	-0.00932322375950704	0.00314131569421036
spoIIP; ywrK; spoIIM	rsbT; yqkC; catR; srfAD; flhO; yqeU; citB; ypzG; yjcK; mmgC; yoeD; ppsC; pelC; ytkP; yxiE; yxbC; yokL; nasE; acpK; conB; yozD; fabD	3	22	0	269	NA	0.0386774445671747	-0.0226352434728372
yomK; gerBB	gmuB; ydzT/5; yteA; yjbL; yhbJ	2	5	0	269	NA	0.0367023603322082	-0.0283572994575366
yqcG; narI	ntdA; ntdC; mtnE; yhfN; kbaA; yorR; ydaN; sdpC; flhF; cotS; yfhK	2	11	0	269	NA	-0.014639372356367	0.00984620431456285
yydC; yxaH	corA; uxuA; yqfL	2	3	0	269	NA	-0.284027748271852	-0.0284589421204547
yndJ; yjaZ; yrzA	yhbF; yycQ; yxeG; yoqK; argD; ypnP; yosP; yrzS; yhjO; ydhF; usd; yonR; spoVE; bstE; ydjB	3	15	0	269	NA	-0.0132219691841936	-0.0179302413076091
xlyA	yqfB; ypuA; yoqR; katA; yrrO; ywgA; rsiO; fliL; maf; yodP; cotO; cmoI; yojN; cinA; flgM; yqjC; yknY; cotJB; yomR	1	19	0	269	NA	-0.0122634923253787	0.0505169529281322
	ybgF; yplQ; mmgE	0	3	0	269	NA	-0.221519277857717	-1
gerPD; thiI; yuiD	yceJ; ycgS; kinD; ywcH; yodN; metE; sspM; sdhB; yphF; ohrA; xynA; flhO; ykuQ; yddM; sscA; ydcP; adeR; thiI	3	18	0	269	NA	-0.0267222251280112	-0.148562439994835
	thiM; yusF; ylxY; yfiZ; gtaB; aimR; ytdA; lctP; ywlA; yvlA; yceH; yoqP	0	12	0	269	NA	0.069389832633633	-1
	tuaA/2; cdsA; purT; tmrB; yurS; ybzH; ybcF; ydiM; ykvI; citT; dnaK; yhcC; fhuC; rarA; yocM; ydzX	0	16	0	269	NA	0.0166547877967542	-1
rplQ; rpsK; aseA	iolG; guaB; murD; appA/2; salA; rpmF; yjmC; yqbG; pps	3	9	0	269	NA	-0.0417613325352107	0.228939751062967
	ytfI; yufS; pabA; yrhD; ynzE; ygzB; yhcH; yfnG; yhxC; ykvA; pucR; yndA; yheB	0	13	0	269	NA	0.0270218786582023	-1
yvfR; rplL	rocE; yqeF; ygaB; ytkK; yxxB; mcpA; yfiB; yfkN; rplW; ybxG; glcD; ywiB; ytkC; spoIISA; ypmP; gerR; ythP; yuzI; lutC; yutH; bglS; amj	2	22	0	269	NA	-0.0124857018283824	-0.0340001274065242
ywrB	yxiM; ptsI; lrpC; ydgG; ypzC	1	5	0	269	NA	0.0534606818998429	0.182145241702338
	sspD; yoeC; sboX; ynaF; yoxB; ypsA	0	6	0	269	NA	-0.0902757434174473	-1
	flhB; trmFO; tpi; buk	0	4	0	269	NA	0.212308858643607	-1
albF; malR	yocM; yitW; atpC; ycbU; manP; opuE; yetH; rplI	2	8	0	269	NA	0.0337921131327394	0.118654374308613
	ybeC; yvdB; yjbI; yvzF; pucH; ysgA; yuzC; yqzN; nupO; rbgA; lplA; yvnB; yozP; mstX; yxlC; lmrB; pbuX; ybxG; ynzL; yjmC; ywmD; yojK	0	22	0	269	NA	-0.012816704947091	-1
	fliR; yozT; ntdA	0	3	0	269	NA	-0.321907632285601	-1
yybK; ydzW/1; ybxG	yotC; rsbT; snaA; codY; gutB; rhaM; yobU; yknZ; aprX; yjzD; yteU; ywaD; dnaC; yhdX; yhfO; lonB; tdk; yuzG; ydzE	3	19	0	269	NA	-0.00595437615908568	0.0486434733397031
yvzE	sipT; yqcC; yjaU; aprX; tatAC; ebrB; yczC; ydfE; ydeL; ykzR; phy; ytbD; spoIIIAE; katE; yuiB	1	15	0	269	NA	0.0137989488425571	0.00671962957829741
yhzF; yfkA; yqeU	gapA; yxeF; ypuC/1; putB; pksH; comFB; yomF; rplF; ribT; tlpB; xkzA	3	11	0	269	NA	-0.0148112910468692	-0.0340248536055071
yndB	yqjE; sspL; cimH; hlpB; purQ; ykvS; tig; glnT; yyaN; yhjH; sspJ; gsaB; yozO; yoaJ; murQ; ylbE; yurJ	1	17	0	269	NA	-0.014788840154833	0.0587903668339424
recA; bioD; opuBA	ypgR; folK	3	2	0	269	NA	0.446504938931194	0.0986092522122451
yjbB	spoVK; yvrP; yesF; gamA; spoIVCA; yhcO; ykzD; ruvB; pabB; bshB1; yxnA; rplD; purB; ytmP; pgpH; ywhH; kinA; yhdL; ydjN; ycbO; ytrF; eno	1	22	0	269	NA	0.0362715958971934	-0.0127977389362381
yvfU; gerKC; yflI	ydfS; mrnC; lysA; ynaG; frr; yozO; ydiR; yisK; mreBH; gerE; yjdJ; pksM; whiA; ywjA; dppB; ykfA; gapA; rtp	3	18	0	269	NA	-0.012526186045516	-0.00747475521233789
yrkH; ribC; yxbB	yhzB; ykzO	3	2	0	269	NA	-0.155713903265971	-0.0567669470614745
tyrZ; ynbB; yoeA	yoyB; yhcE; csbC; ptsA; jag; sufA; ydzW/2; yetF; ycgG; pdaC; aroH; deoR; glnK; dfrA; epsG	3	15	0	269	NA	0.0200370551502716	0.0635192293801294
	clpE; tatAY; lplA; ptsH; luxS; bkdAB; yopB; pftA; qoxD; yrdK; ytzC	0	11	0	269	NA	0.0639030752755447	-1
yerO	ybbK; yppE; recN; tagO; azlB	1	5	0	269	NA	0.114449250617857	0.129452874241938
	srfAC; ylxS; ypeP; yukJ; ywhD; ywzE; ykoN; yqxI; yceK; yorT; yetI	0	11	0	269	NA	-0.0382725272531004	-1
feuA; ydaS; yndB	yopQ; lpdV; yaaC; yusI; ypbG; yeeD; pyrR; alr; ywzE; yorM; yndK; yndM	3	12	0	269	NA	-0.049190791062256	-0.0142437030053038
yhbH; yvnB; sacC	yocH; yqfL	3	2	0	269	NA	-0.304890924052507	0.00759212162035117
dppE	ypbG; pdaA; epsG; ypmT; dltC; yhfT; spoIVFA; yvcN	1	8	0	269	NA	-0.0879785364372134	-0.0824577373291338
	yqbI; comS; yitP; yorR; comGG; ytqA; glcT	0	7	0	269	NA	-0.0126780369601321	-1
yuzI; yqbH	ytkL; pksH; czrA; gdpP; ybfG; yvdR; yqaL; yhxA; rsbX; yomR; mmgC; tseB; alaR	2	13	0	269	NA	0.0599201751149654	-0.090567262606476
yxeK; yttB	ypsA; yfhC; pyrK; ywiE; yqfX; fliS	2	6	0	269	NA	0.00967028745217976	0.128736522125891
ynzG; yhaM; cwlA	yhdB; pyrAA; yfkR; yitA; dnaK; coiA; sboA; glnM; citG; oppB; blyA; yuzI; tmcAL; gcvT; sufC; aroA; yrkJ; araQ; ythA; oppA; yobI	3	21	0	269	NA	-0.0014209804387277	0.0164647923233597
	ygaO; rapE; yabB; kipR; yclH; sigG; ydgD; yppE; rpoB; fadM; ydcK	0	11	0	269	NA	-0.0379282753433684	-1
	thiD; cysI; mmgD; mrpB; fmt; hemD; ykrK; serC; abn2; ymfF; yfhL; rsbRC	0	12	0	269	NA	-0.0223045268191064	-1
ybaF; ydaJ	yjqC; ohrR; ywcH; albG; yrzL; yvcI; ptsG; slrA; ylbG; ykuR; bstH; yoaT; cpgA; asnO; mtrA; ndh; yceH; spo0A; ywqJ; ydgF; yukJ; ygzB	2	22	0	269	NA	0.034590469882357	0.114979246493003
ylaN; yvaK	ylbN; lmrB; xis; polX; yuzH; ykuE; ycnD; rpmE; ggaA	2	9	0	269	NA	0.175443020069424	-0.149429027203001
	yeeF; yfnB; yxlA; bstG; tagD; satA; dppB; yosT	0	8	0	269	NA	0.0203429643478032	-1
yugO; ygaD	yeeA; ugd; pucI; yojB; ytzA; mraY; yfhH; yhcM; mgsA; sftA; msmR; spoIIIAD; argB; yqeB; alsD; hutG; hmoB; spoIVA; gdpP; yjcD; ywrJ	2	21	0	269	NA	0.0109725421311006	0.0621218696878461
yhbI	yokC; yybG; ypiP; xepA; yqcA; adhB; deoD; yxlF	1	8	0	269	NA	0.070423582704785	0.262394752404438
	ruvB; yfjF; gabP; sufU; yubC; yrzB; ugd; xtmA; ftsZ; ylqH; papB; yxdM; ydjJ; gntP; odhA; yoxD; fliM	0	17	0	269	NA	0.0982322503385399	-1
yqaQ	frlO; yvbX	1	2	0	269	NA	0.141066437768465	0.0253750671067223
	opuD; yddR; swrC; bpsA; spoVAF; cimH; tilS; ezrA; recG; spoIIB; glxB; malR; floT; ywmF; yknV; secY; yfmK; ytwI; spsJ; yfjB	0	20	0	269	NA	-0.0251588127213733	-1
yefB; yxeJ	mtnK; yodT; qcrA; moeB; yqgL; ypqA; yvdF; ydaM; yefB; yrzF; tetB; yraK; ylqC; yacF; catD; yopJ; yorN; rpsQ; pghZ; yotH; yqcA; fadN; hbuT	2	23	0	269	NA	-0.0267222251280112	-0.148562439994835
pyrG; sspC	ywrD; ythA; yraN	2	3	0	269	NA	-0.288126750207187	-0.0679888441903346
	ydaM; ywsA; cotB; btr; recU	0	5	0	269	NA	-0.0738092881444696	-1
yoqO; yjzJ; xtrA	yoaW; cypC; putC; yvbV; yddR; scoB; msrA; ywpF; ylbI; ykoA; gsaB; rpsD; yhdK; yoqY; ymfK/1; yusR	3	16	0	269	NA	0.0590657002276951	0.0591212960094316
hrcA; yjoB; yvdJ	yobB; pdxT; yufK; yaaL; glyQ; ktrB	3	6	0	269	NA	0.137232478433334	0.0199592320699934
yozX; argJ	ymcB; tcyJ; arsB; ydaB; yufS; tagE; ydaF; yozG; glnR; walR; opuAC; yonO; gpsB; pxpB; smiA; yxjG; yopS; yflD; yddN; qcrA; yitZ; yqgO	2	22	0	269	NA	0.00614176521528634	-0.0774737027558778
eag	psdS; yobO; yqbD; fadH; tcyC; ispD; spoVD; hisB; yyzN; rplL; liaH; cotD; yuiH; yycC; yjzJ; rhaA; ykzM; yopA; mtlA; yqiD; ylbQ; ytcB	1	22	0	269	NA	-0.00084605985948718	0.015747590871569
scoB	abrB; yorJ; ykoL; yqzK; tagU; fadE; ydeJ; fliH; yfjD; malS	1	10	0	269	NA	-0.0153266055045585	-0.0213031025902327
gerKD	pabA; flgM; yqgU; yhfN; yugK; yvbJ; yqaB; yvzE; yosE; msmR; yubA; yusZ; hmoB; sipU; ytzL; yxnB; arfM; mraZ; pdhC; ywhC	1	20	0	269	NA	0.074546530134287	-0.15281240324424
cadA	ypeB; ylxY; yvdE; cotS; yxiJ; yknU; ycgL; comER; yjmB; pyrF; fruC; bstF; kdgR; yvzE; flhO	1	15	0	269	NA	-0.00467411083212819	0.0152711970583091
spoVS	ybfO; cotB; ywzB; alkA; yisR; yyaT; epsC; lytF; yeeB; sigKC; opuBC; ytkK; yrhH; trmR; lytT; yxeH; gmuE; yurS; ykwB; dppA	1	20	0	269	NA	-0.021880980017808	-0.0820771725190361
ywoF; yddR; ndh	tgt; ywfO; yoqS; mcpB; rplM; rpmJ; ycsD; ganR; ydbK; narI; yciB; yrdC; glnK; cotZ; yncC	3	15	0	269	NA	0.168118746615237	0.15338385752349
yydI	acoR; ysmA; pbpG; abfA; rplT; yhjQ; floA; purS; yobV	1	9	0	269	NA	-0.0545785309568119	0.0198696702417563
ydaF	maa; ywlA; yngK; yvfU; ysxC; sipS; brxA; mccB; yorA	1	9	0	269	NA	0.109557828218145	0.0354393356343405
ydeO; csfB	rnhB; gtaB; yjgD; comER; cotA; yqbR; pepT; yqgO; ybgB; pghB; opuAC; yqbH; yfiF; msmX; thyB; ydzX	2	16	0	269	NA	-0.00037145698656456	-0.0162686325575031
mraW; yydB; ywhB	dsdA; flgB; sufA; slrA; padR; fliW; thiT; yhgD; yddS; flgC; ywhC; gutR; ygaB	3	13	0	269	NA	0.192186627298388	0.245277160216691
yugS; pftB; ynzB	ybxH; yneB; ilvC; vpr; yonH; yqbJ; yrzM; yugO	3	8	0	269	NA	-0.00321541567940826	0.115302740469963
spoIIAB; rocE	rplT; yabA; yflS; yrzI; yobB; ywrJ; ctsR; tgl; yraM; ykuI; ytvI; tcyN	2	12	0	269	NA	-0.0239469576200914	0.00389471888686481
yabM; pbpE; ytzI	pksG; parC; abrB; yknV; ycgQ; araQ; rplP; nucB; epsD; ydbS; sunT; flhG; yoqE; yugE	3	14	0	269	NA	0.00835945157021419	-0.0238720645428417
yvyE; fpbN; artQ	yflD; mdxG; ykhA; nagB; spsI; spsK	3	6	0	269	NA	0.0377148467707129	-0.0625774096413241
glgC; tlpB	yqaQ; yneP; yxaA; ykzN; ylaF; yoqO; bstG; fhuB; sacX; liaS	2	10	0	269	NA	0.0542505229708362	-0.100909607278447
yhxC; oppB; bmrA	ybeC; ybgF; yrpG; ydaL; cwlT; glnA; yvdT; ecsB; ycgE; psd; ybyB; deaD; ysmB; yyaK; parC; uxuA; nin	3	17	0	269	NA	0.0636550668110533	-0.0120883044512422
	yetL; xkdQ; xynD; yfkT; yqbJ; ntdC	0	6	0	269	NA	-0.0434722404155129	-1
	smc; rnmV; era; nrdI; coxA; yvyF; dppD; hxlB; yrhK; yuzH; ybbA; prsW; spo0A; alsT; lonB; bacD; radC; yxjB; resD; ydzT/5	0	20	0	269	NA	-0.00487198163802417	-1
	yvzH; cymR; ykfC; moeA; yydF; cotH; yorE; yosV; ackA; spoIIAA; yopJ; yhfT; yfjC; pxpA; ydzT/1; yvzC; ftsW; yobW; prkC; exuR; yonR; yoqT; ribE	0	23	0	269	NA	0.0164693285281587	-1
yabS; polY2; yomN	glcK; yomP; ypuB; yvfR; hisI; yvfT; yloN; yxiE; rpsH; cadA; yozB; rplV	3	12	0	269	NA	0.0750960159383587	-0.0198020801124037
ydiR; yopC; mutY	dltD; ydcC	3	2	0	269	NA	-0.661313181649487	0.237659517566232
	araN; iolQ; pssA; yacD; pps; ctaE; ytjA; sunA; yhaX; yvyG; yeaB; ytkC; menF; sufS; pucE	0	15	0	269	NA	0.00407790640928518	-1
	yugP; yuzN; yjcS; ydzJ; yhfI; srfAB; ycbF; yvrB; txpA; sigI; sigL; ywmC; opuE; lnrN; yclI; rplT; ydzT/4; pstC; ywrD; gamR; oppC; malL	0	22	0	269	NA	0.0433375135426383	-1
bkdB	deaD; ybzG; yqfB; rsbV; fliJ; folK; yqaD	1	7	0	269	NA	-0.0275994310875132	0.0739234068235486
ybdJ	yxeC; yoxC; spoVS; ykaA; nrnB; cwlS; epsK; artP	1	8	0	269	NA	-0.0626731617452372	-0.0270445353482145
yqiK	yeaD; ybcL; ywdA; ydgK; opuBB; bmrD; rpmD; map; yjdG; ypmR; yesT; yqaI; ywqL; phrC; hisS; murJ	1	16	0	269	NA	0.000643103524918858	0.0836569876829874
	malA; yusZ; yrpC; hom; spoIIAB; yonV; thiD; yugM; aspB; tatCD; hemY; lrpA; mmgD; tatAY	0	14	0	269	NA	0.019514985005201	-1
yabJ	uxaC; rsbRC; yonG; ywjA	1	4	0	269	NA	0.0645676967356758	0.284235124484988
yesU; yueH; yqzO	holA; mecA; ywfO; yhcA; ywqJ; ywlE; ymcC; kduI; spsA; yfmT; yhfW; yqiI; ywlA	3	13	0	269	NA	-0.0203754473557996	0.0775970235677888
	rpsC; ldcB; yezA; yosF; yoqE; rnjB; ywiC; rplL; yozZ	0	9	0	269	NA	0.0484813573906994	-1
tuaA/1; racA; hutH	epsG; mhqN; queA; dgk; yvnB; yxeA; rsbQ; yorK; lysA	3	9	0	269	NA	0.120848500518882	-0.137366243265002
yvmC	ydiK; arsC; yrdR; yjmD; yitT; melA; asd; bpr; fpbO; ygzD; yoyI; yisQ	1	12	0	269	NA	-0.00687906923681566	-0.0277813926473188
noc	khtU; ydgB; xkdP; sfp/1; yviE; ptsI; hmoB; fosB; thiL; pupG; ctaO; katX; int; dppD; yomR; yvkA; skfB; ypiA; yxeK; mmgA; yrdK; yqaS; yoqM	1	23	0	269	NA	-0.0240515621069556	0.0496386642878198
rsbRD	thiT; yhcI; comGF; cysC; yotM; cypC; ywpG; yckA; rpe; ybdN; fliQ; pbuG; cgeD; ycgJ; sqhC; yjdA	1	16	0	269	NA	0.0292873251911191	-0.0104816489289343
yxcE; rapJ	tufA; ligD; sacB; ykuO; groES; nagZ; mcpA; fliK; xkdJ	2	9	0	269	NA	-0.00237533946469764	0.114781338879253
yvaC; rpmGB; ydzQ	ypfB; ydfE; natB; pucL; ydjM; comEB; dltC; yjdG; yxlE; pbuG; yrvD; wapI; ssbB; amyE; nrgA; gyrB; pdaC; sboA	3	18	0	269	NA	0.00809789919358278	0.0112993217799305
	spsE; fur	0	2	0	269	NA	-0.433192216400825	-1
	aroA; yyaC; dppD; yndM; ylbH; araQ; pucG; rplV; gltC	0	9	0	269	NA	-0.0657953327983915	-1
acdA	rsbW; xkdT; ktrD; gltX; yheD; yqbP; sinI	1	7	0	269	NA	-0.0361828573409557	-0.0476519254997341
ydiD	ilvD; yqbD; ykoH; yjcL; ctpA; yxkC	1	6	0	269	NA	0.0971822247209494	0.131117160585629
glyQ; yscB	yhfR; comEA; prpE; ytbQ; yyzM; xkdO; yfmK; nagR; minD; tcyP; yfiB; ydzU; smiA; menA; yhjG; ywrF; yonX; ytpA; proB; dgcW	2	20	0	269	NA	0.175087477024227	0.247502016369829
ybxH; yqeM	yoaP; yvdS; ddl; bstB; ybxG; yfmI; corA; citT; ypbG; tuaC; yitR; rbsB; menB; yopN; sspH; yobK; yqgL; sdpR; yhdY; purK; acoC	2	21	0	269	NA	0.0319764919234155	-0.0656272366303615
thdF; yyaK	ytqA; yizD; yqjD; yczG; phrE; spsE; udk; araE; sigM; ymaF; yoqA; yclH; ynaB; fliQ	2	14	0	269	NA	-0.0288024893408461	0.000637401571025031
ganS; ypzI	maeA; xylA; prpC; tetB; prsA; epsC; ynaB; albC; yuiA	2	9	0	269	NA	0.0458872603561503	-0.0661828278383342
dhbB; yqxJ	ypdQ; yqfB; ymfH; yopQ; yqiH; yckC; murE; yjzJ; vpr; iolC; secY; yerD	2	12	0	269	NA	-0.0560186389302982	0.00599915825429139
yvaO	polA; yodH; yjfB; ypiB; ywoC; darA; yutG; araM; yufK; yfmN; guaD; sivA; cstA; queC; yrzS; mraY; yhaI; yuxO	1	18	0	269	NA	-0.0257249922444268	0.0454853151586868
	ptkA; yorH	0	2	0	269	NA	0.318631069997691	-1
clpX	yqaF; ansR; comGE; rsbRC; yveA; yrkE; sigI; yerD; ybdO; spoVS	1	10	0	269	NA	-0.054088505138216	-0.00704645826626585
	spoIIIAG; rph; ybaE; ywrJ; spx; yhfS; bpr; appA/1	0	8	0	269	NA	-0.0194005462497104	-1
	yhzG; parA; defA; ygaO; bmrC; yuzF; yheC; epsL; rbsR; mhqR; ydjC; ydhD; yktA; lnrJ; yxzF; ybgG	0	16	0	269	NA	-0.000176396403893554	-1
ytcJ; thiG; thiL	yojI; yusG	3	2	0	269	NA	0.0683429873969762	0.0815442203438367
usd; pbpD	psdB; yxkH; ykzD; yxaH; yhjB	2	5	0	269	NA	-0.039471661288982	-0.143352717427485
lipL	spoIIIJ; aroB; yqgV; ycsI; rpmE; yczM; kdgR; lonB; ydiL; ygaB; exoA; ydfC; niaP; iolA	1	14	0	269	NA	0.00838345442244988	0.1931801339004
yddK; rppH	yqgO; ylbK; yonT; galT; thrB; plsY; cdaA; ycbE; liaS; acpS; dprA; yfiF; yobV; gmuE; yojI; ykzN; pstC; yngG; yvrO	2	19	0	269	NA	0.0250499791613046	0.0819228181365977
yxaL; nasC	epsC; ywmD; kdgT; yisI; gntR; cheW	2	6	0	269	NA	-0.0134991379538162	0.103268855683521
ktrA; yceJ	yhzC; sdhB	2	2	0	269	NA	-0.0599987396760084	-0.139539155217156
	gntZ; yaaT; ywqG; yebG; pxpA; ypiF; recO; rpmB; gyrB; abfA; ykzL	0	11	0	269	NA	0.0249856690229359	-1
yjdB; yxeQ	ydfK; yozJ; yojE; cotH; rapC; racE	2	6	0	269	NA	-0.0666875150783839	-0.0893342061151774
ybgG; yvdK; yoaV	btr; yjaV; yhdA	3	3	0	269	NA	-0.196784774927078	-0.0733813969142654
fur	iolQ; nupO; guaB; yqjM; cmoO; tsaB	1	6	0	269	NA	0.00532663412037378	0.12416919588429
yjaV; bstG; sspN	licR; hisI; ascR; coiA; pabC; ybaK; yhaX; flhO; ykvQ; sinR; yukC; czcO; tlpA; ssbB; ypbF; yrzQ; yufS; yplQ; ydzX; ywoH; tyrA	3	21	0	269	NA	-0.0202866233916212	0.0393996315351225
trpA; spoIIIE; fpbQ	yomG; menB; ywfO; murE	3	4	0	269	NA	0.48183351633893	0.290812334716941
yloA; flhO	ppiB; asd; ywdJ; ykzS; cwlS; yccK; licR; ycxC; levG; yobN	2	10	0	269	NA	-0.0122912312669195	0.0820047862568946
	pbuE; sigF; yetK; ynzL; znuA; xlyA; yneQ; yqcI; cwlS; rpsN; ytcI; cydD; glmR; yqgS; uxaB; yclK	0	16	0	269	NA	-0.00583705076407827	-1
	yoxD; yonP; yobF; fruA; yjaZ; nrnA; yceF; yorB; kduI; yqcE; yclH; dps; ytoP; yqeW	0	14	0	269	NA	0.0305399449430672	-1
amyX; ywbG; ybfQ	aroC; wapA; tuaB; nagZ; cheC	3	5	0	269	NA	-0.0704681834491521	-0.00937540445664111
	ydhK; csaA; rbsD; ywbE; adk; slrR; yetK; ytlQ; yqzO; argF; yqzH; yvcT	0	12	0	269	NA	0.0165805894004669	-1
yesU	tcyA; yoaH; spoIIIAB; yjzF; dra; spoVV; sdhA; ganS; ytlQ; yfiB; yurJ; rpsI; yeeA; trmFO; yrzN; yxeM; ywhK	1	17	0	269	NA	0.00638507198959713	-0.110337540029449
	ykzQ; gerPC; dacB; lrpA; ycgI; codY; gdpP; hemD; yonN; yflI; rpsU; yveG; ksgA; ytfI	0	14	0	269	NA	0.0498354744917587	-1
	yomT; yezB; ponA; gidB; pbuE; yxeB; yrhE; yoaK; azlC; yncC; yorA; yphF; tmcAL; phoC; yrhO; yknY; gbsB; guaB; yabN; yhcT; yqfT; yrrI	0	22	0	269	NA	0.107279398410045	-1
	yjlA; yobN; ysnF; yxkD; ispH; cypX; frr; asnS; rpsT; yyzK; yvrA; nusA; yomQ; tagE; sco; yjzB; yczE; ccpC	0	18	0	269	NA	0.0563802003041975	-1
	yhfO; pxpB; sipU; ykuP; yoaO; aag; bofA; trpC; yvcD; mdxE; ydcC; yczK; ywmA; cotJB; nprE; ywcC	0	16	0	269	NA	-0.00589454381877702	-1
ypmT	yxjI; yfjO; menA; araE; spoIIIE; yeeC; ylaD; ddcP; yqcI; csgA; yabA; ydeE; yktC; thyA; atpE	1	15	0	269	NA	0.0492120168996517	-0.0276233050596136
ydfK; cotSA; gsiB	yosB; yorJ	3	2	1	269	NA	0.903476156145334	-0.129268620584402
	ypzD; mdxF; ydeR; buk; sfp/1; purN; bslA; yybE; ydhF; tagD; yfjA; xynA; ymxH; pbpF; yvoE; yncF; yvcD; yisV; yrkO	0	19	0	269	NA	0.056402169829272	-1
yozB; yqbM; yojO	yqgP; spsL; yqhG; rsbRD; ypmA; murAA; pgcM; ypiF; rpsI; yukE; yvzA; yodN; ndoA; desR; kdgA; psdB; sprA; yxiB; yvdR; mcpB	3	20	0	269	NA	-0.0088056371037055	0.0284196488895575
thyA; divIVA	yomO; yutJ; nupC; sspF; ctaE; nasB; yetN; mreBH; bdbC	2	9	0	269	NA	0.011336100536385	0.0509314150596773
catD; liaF; yfjA	xpaC; dltB; yhfE; ydbB; yrdQ; deoR; bshB1; ynzF; gcvPA; xhlA; yydC; mmgB; ppsC; ytbE; yosI; mobB; yopQ; yobA; ydzS/1; ylxQ; bioF	3	21	0	269	NA	0.0617875196966736	0.0365150376850672
yceF	ecsB; yodP; ripX; yjjA	1	4	0	269	NA	-0.0607993866105303	-0.0525869059240324
uvrC; plsY; mutSB	spoIVFA; yyaF; argS; hisB; rpmGB; ydzA; nadF; ycgG; ytaF	3	9	0	269	NA	-0.0147837892434323	0.0729452258347713
sirA	hutH; prsA; yclG; pyrH; cydD; purA; yhdB; mstX; gutP	1	9	0	269	NA	-0.0478908018653789	-0.0246685299418698
amyX	rpsR; yorD; yqjV; yorE; glgP; yyzJ; yocN; ydeI; yuiE; yqbT; spsB; dck; yjzI; ptsH; yxaB; aroB; ykzU; pghB; ycbU; ycbF; yrhD	1	21	0	269	NA	0.0131260881837175	-0.086177532096215
sigO	phrI; ywnF; bkdB; bmrB; yoaI; sfp/1; rlmCD; ydbT; yqjM; yvrJ; kinE; ylmE; cotY; yfjM; yomM; yeeF; glnA; yopE; spsD; yqbM; cotZ; yxeG; ydaS	1	23	0	269	NA	-0.0133914957461722	0.0713326569228251
	cssR; ykjA; ddcP; yxdL	0	4	0	269	NA	0.0460978302183361	-1
ydeB; yxcA	sivA; yfjO; yonI	2	3	0	269	NA	-0.00871927023063802	0.0488562312269873
ugd; rpsE	mhqR; mdtR; yjmC; tyrA; yvcB; yybG; yycC; yceE; ykuC; yvkC; yjnA; ycgE; opuBD; ahpC	2	14	0	269	NA	0.0504265099667254	0.0824590051975333
	yvqK; yhjR; yfhD; cheV; yjdB; yclE; yutE; ldcB; ylmE; comGE; yqzM; spoIIIAE; dnaJ; yxiB; leuA; epsH; bioB; yaaJ; ywqL; recU	0	20	0	269	NA	-0.0151068704872284	-1
bcrC	yogA; ytrA; yvkB; ylxW; rpmD; csn; yoaM; pheS	1	8	0	269	NA	0.0462358907816393	0.164792298184691
rasP; yomM; glcD	ykhA; hmoA; kimA; yueD; cwlC; ypgQ; yjiC; rplL; salA	3	9	0	269	NA	0.062654965474948	0.092158161339924
	fbpB; yphF; yceD	0	3	0	269	NA	0.0198311449698017	-1
	cwlA; ydjJ; yokL; licB; ykzQ; yvkB; yuzG; plsC; yrhF; cwlH; efp; ypeB; yopU	0	13	0	269	NA	-0.00726913859366632	-1
	ypwA; yhfS	0	2	0	269	NA	0.162616858331249	-1
gltB	hemQ; tpx; flhO; yqfG; gerKC; yopF; pspA; ytoA; pgpH; yoqS; yitK; ssuC; fpbN; yxdK; fruA	1	15	0	269	NA	0.093202723641316	0.0948942912287836
cypA; iolW; yoqS	ywcA; sipT; hisH; lplC; yabG; gcvH; fpbP; ylbG; panB; ylbA; ypsC; yvdQ; ykuN; ydeM; znuC; yrrB; etfB; ygaC; spsC	3	19	0	269	NA	-0.00744434263219745	-0.00503442253181437
udk	sspP; hprT; rplO; aroD; frr; ydeK; acpS; yhjG; ydzK; ylyA; conE; pupG; ftsE; flhF	1	14	0	269	NA	0.086461718772504	0.292274519289028
